Simulation,Transitions
4125,"{'Polymerase_M_to_A': 37, 'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 33, 'M_and_A_to_M_and_M': 20, 'A_and_M_to_A_and_A': 10, 'U_and_A_to_U_and_U': 47, 'A_and_U_to_A_and_A': 34}"
4126,"{'Polymerase_M_to_A': 36, 'U_and_A_to_U_and_U': 49, 'M_and_U_to_M_and_M': 36, 'U_and_M_to_U_and_U': 23, 'M_and_A_to_M_and_M': 38, 'A_and_U_to_A_and_A': 44, 'A_and_M_to_A_and_A': 25}"
4127,"{'M_and_U_to_M_and_M': 21, 'U_and_M_to_U_and_U': 14, 'Polymerase_M_to_A': 60, 'A_and_M_to_A_and_A': 33, 'A_and_U_to_A_and_A': 19, 'M_and_A_to_M_and_M': 69, 'U_and_A_to_U_and_U': 13}"
4128,"{'M_and_U_to_M_and_M': 46, 'U_and_M_to_U_and_U': 29, 'Polymerase_M_to_A': 54, 'M_and_A_to_M_and_M': 49, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 32, 'A_and_U_to_A_and_A': 30}"
4129,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 49, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 53, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 29}"
4130,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 36, 'U_and_A_to_U_and_U': 17, 'A_and_M_to_A_and_A': 32, 'A_and_U_to_A_and_A': 21, 'M_and_A_to_M_and_M': 54}"
4131,"{'M_and_U_to_M_and_M': 6, 'U_and_M_to_U_and_U': 16, 'Polymerase_M_to_A': 14, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 41, 'M_and_A_to_M_and_M': 5, 'U_and_A_to_U_and_U': 57}"
4132,"{'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 21, 'M_and_U_to_M_and_M': 20, 'U_and_A_to_U_and_U': 49, 'A_and_U_to_A_and_A': 32, 'M_and_A_to_M_and_M': 8, 'A_and_M_to_A_and_A': 9}"
4133,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 50, 'M_and_A_to_M_and_M': 60, 'A_and_M_to_A_and_A': 21, 'A_and_U_to_A_and_A': 29, 'U_and_A_to_U_and_U': 26}"
4134,"{'M_and_U_to_M_and_M': 36, 'U_and_M_to_U_and_U': 40, 'Polymerase_M_to_A': 21, 'A_and_M_to_A_and_A': 12, 'M_and_A_to_M_and_M': 7, 'U_and_A_to_U_and_U': 51, 'A_and_U_to_A_and_A': 34}"
4135,"{'M_and_U_to_M_and_M': 51, 'U_and_M_to_U_and_U': 46, 'Polymerase_M_to_A': 41, 'U_and_A_to_U_and_U': 45, 'A_and_U_to_A_and_A': 25, 'A_and_M_to_A_and_A': 10, 'M_and_A_to_M_and_M': 19}"
4136,"{'U_and_M_to_U_and_U': 28, 'M_and_U_to_M_and_M': 42, 'Polymerase_M_to_A': 39, 'M_and_A_to_M_and_M': 31, 'A_and_U_to_A_and_A': 36, 'A_and_M_to_A_and_A': 19, 'U_and_A_to_U_and_U': 46}"
4137,"{'M_and_U_to_M_and_M': 48, 'U_and_M_to_U_and_U': 43, 'Polymerase_M_to_A': 46, 'A_and_U_to_A_and_A': 30, 'M_and_A_to_M_and_M': 60, 'A_and_M_to_A_and_A': 27, 'U_and_A_to_U_and_U': 38}"
4138,"{'U_and_M_to_U_and_U': 15, 'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 57, 'M_and_A_to_M_and_M': 60, 'U_and_A_to_U_and_U': 16, 'A_and_U_to_A_and_A': 20, 'A_and_M_to_A_and_A': 22}"
4139,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 18, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 33, 'U_and_A_to_U_and_U': 21, 'M_and_A_to_M_and_M': 48, 'A_and_U_to_A_and_A': 23}"
4140,"{'M_and_U_to_M_and_M': 43, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 56, 'A_and_U_to_A_and_A': 26, 'M_and_A_to_M_and_M': 51, 'U_and_A_to_U_and_U': 36, 'A_and_M_to_A_and_A': 21}"
4141,"{'M_and_U_to_M_and_M': 19, 'Polymerase_M_to_A': 24, 'U_and_M_to_U_and_U': 30, 'A_and_U_to_A_and_A': 34, 'M_and_A_to_M_and_M': 12, 'U_and_A_to_U_and_U': 55, 'A_and_M_to_A_and_A': 11}"
4142,"{'U_and_M_to_U_and_U': 26, 'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 27, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 41, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 19}"
4143,"{'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 28, 'U_and_M_to_U_and_U': 37, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 25, 'U_and_A_to_U_and_U': 55, 'M_and_A_to_M_and_M': 13}"
4144,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 40, 'Polymerase_M_to_A': 42, 'A_and_M_to_A_and_A': 14, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 38, 'M_and_A_to_M_and_M': 32}"
4145,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 41, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 44, 'A_and_U_to_A_and_A': 22, 'U_and_A_to_U_and_U': 23}"
4146,"{'U_and_M_to_U_and_U': 44, 'M_and_U_to_M_and_M': 47, 'Polymerase_M_to_A': 32, 'U_and_A_to_U_and_U': 58, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 51, 'M_and_A_to_M_and_M': 21}"
4147,"{'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 47, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 51, 'U_and_M_to_U_and_U': 15, 'U_and_A_to_U_and_U': 28, 'A_and_U_to_A_and_A': 29}"
4148,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 39, 'U_and_A_to_U_and_U': 37, 'M_and_A_to_M_and_M': 30, 'A_and_U_to_A_and_A': 31, 'A_and_M_to_A_and_A': 6}"
4149,"{'U_and_M_to_U_and_U': 17, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 61, 'M_and_A_to_M_and_M': 65, 'A_and_U_to_A_and_A': 17, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 13}"
4150,"{'M_and_U_to_M_and_M': 44, 'Polymerase_M_to_A': 57, 'U_and_M_to_U_and_U': 34, 'A_and_U_to_A_and_A': 19, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 56, 'U_and_A_to_U_and_U': 39}"
4151,"{'Polymerase_M_to_A': 26, 'M_and_U_to_M_and_M': 41, 'A_and_M_to_A_and_A': 16, 'U_and_M_to_U_and_U': 47, 'A_and_U_to_A_and_A': 41, 'M_and_A_to_M_and_M': 25, 'U_and_A_to_U_and_U': 38}"
4152,"{'U_and_M_to_U_and_U': 11, 'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 40, 'U_and_A_to_U_and_U': 17, 'A_and_U_to_A_and_A': 16, 'A_and_M_to_A_and_A': 31, 'M_and_A_to_M_and_M': 47}"
4153,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 54, 'Polymerase_M_to_A': 47, 'A_and_M_to_A_and_A': 14, 'M_and_A_to_M_and_M': 27, 'U_and_A_to_U_and_U': 46, 'A_and_U_to_A_and_A': 24}"
4154,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 36, 'Polymerase_M_to_A': 34, 'M_and_A_to_M_and_M': 39, 'A_and_U_to_A_and_A': 25, 'A_and_M_to_A_and_A': 15, 'U_and_A_to_U_and_U': 12}"
4155,"{'M_and_U_to_M_and_M': 40, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 21, 'A_and_U_to_A_and_A': 22, 'M_and_A_to_M_and_M': 42, 'U_and_A_to_U_and_U': 25}"
4156,"{'Polymerase_M_to_A': 52, 'A_and_M_to_A_and_A': 21, 'U_and_M_to_U_and_U': 24, 'A_and_U_to_A_and_A': 30, 'M_and_U_to_M_and_M': 29, 'U_and_A_to_U_and_U': 31, 'M_and_A_to_M_and_M': 57}"
4157,"{'M_and_U_to_M_and_M': 13, 'Polymerase_M_to_A': 39, 'A_and_M_to_A_and_A': 27, 'U_and_M_to_U_and_U': 9, 'A_and_U_to_A_and_A': 13, 'M_and_A_to_M_and_M': 54, 'U_and_A_to_U_and_U': 2}"
4158,"{'M_and_U_to_M_and_M': 36, 'U_and_M_to_U_and_U': 43, 'Polymerase_M_to_A': 32, 'A_and_U_to_A_and_A': 36, 'U_and_A_to_U_and_U': 42, 'M_and_A_to_M_and_M': 32, 'A_and_M_to_A_and_A': 15}"
4159,"{'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 50, 'M_and_U_to_M_and_M': 40, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 46, 'U_and_A_to_U_and_U': 41, 'A_and_U_to_A_and_A': 38}"
4160,"{'M_and_U_to_M_and_M': 20, 'U_and_M_to_U_and_U': 11, 'Polymerase_M_to_A': 61, 'A_and_M_to_A_and_A': 32, 'A_and_U_to_A_and_A': 15, 'U_and_A_to_U_and_U': 9, 'M_and_A_to_M_and_M': 75}"
4161,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 17, 'Polymerase_M_to_A': 15, 'U_and_A_to_U_and_U': 49, 'A_and_M_to_A_and_A': 6, 'A_and_U_to_A_and_A': 48, 'M_and_A_to_M_and_M': 2}"
4162,"{'Polymerase_M_to_A': 17, 'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 10, 'M_and_A_to_M_and_M': 1, 'A_and_U_to_A_and_A': 15, 'U_and_A_to_U_and_U': 35, 'A_and_M_to_A_and_A': 4}"
4163,"{'M_and_U_to_M_and_M': 17, 'U_and_M_to_U_and_U': 13, 'Polymerase_M_to_A': 42, 'A_and_M_to_A_and_A': 31, 'A_and_U_to_A_and_A': 11, 'M_and_A_to_M_and_M': 58}"
4164,"{'M_and_U_to_M_and_M': 35, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 51, 'A_and_M_to_A_and_A': 20, 'A_and_U_to_A_and_A': 27, 'M_and_A_to_M_and_M': 60, 'U_and_A_to_U_and_U': 26}"
4165,"{'U_and_M_to_U_and_U': 24, 'Polymerase_M_to_A': 22, 'M_and_U_to_M_and_M': 27, 'A_and_M_to_A_and_A': 7, 'U_and_A_to_U_and_U': 66, 'A_and_U_to_A_and_A': 51, 'M_and_A_to_M_and_M': 4}"
4166,"{'M_and_U_to_M_and_M': 33, 'Polymerase_M_to_A': 37, 'U_and_M_to_U_and_U': 32, 'U_and_A_to_U_and_U': 44, 'A_and_M_to_A_and_A': 14, 'A_and_U_to_A_and_A': 45, 'M_and_A_to_M_and_M': 33}"
4167,"{'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 37, 'U_and_M_to_U_and_U': 48, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 35, 'U_and_A_to_U_and_U': 39, 'A_and_U_to_A_and_A': 26}"
4168,"{'U_and_M_to_U_and_U': 39, 'M_and_U_to_M_and_M': 61, 'Polymerase_M_to_A': 38, 'U_and_A_to_U_and_U': 42, 'A_and_U_to_A_and_A': 23, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 26}"
4169,"{'M_and_U_to_M_and_M': 62, 'U_and_M_to_U_and_U': 41, 'Polymerase_M_to_A': 39, 'U_and_A_to_U_and_U': 39, 'A_and_U_to_A_and_A': 21, 'M_and_A_to_M_and_M': 26, 'A_and_M_to_A_and_A': 19}"
4170,"{'U_and_M_to_U_and_U': 56, 'M_and_U_to_M_and_M': 52, 'Polymerase_M_to_A': 28, 'M_and_A_to_M_and_M': 26, 'A_and_M_to_A_and_A': 11, 'U_and_A_to_U_and_U': 40, 'A_and_U_to_A_and_A': 39}"
4171,"{'U_and_M_to_U_and_U': 42, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 27, 'A_and_M_to_A_and_A': 7, 'A_and_U_to_A_and_A': 43, 'M_and_A_to_M_and_M': 14, 'U_and_A_to_U_and_U': 54}"
4172,"{'M_and_U_to_M_and_M': 19, 'Polymerase_M_to_A': 22, 'U_and_A_to_U_and_U': 49, 'U_and_M_to_U_and_U': 34, 'A_and_M_to_A_and_A': 10, 'M_and_A_to_M_and_M': 13, 'A_and_U_to_A_and_A': 32}"
4173,"{'M_and_U_to_M_and_M': 20, 'U_and_M_to_U_and_U': 8, 'Polymerase_M_to_A': 47, 'A_and_M_to_A_and_A': 38, 'A_and_U_to_A_and_A': 16, 'M_and_A_to_M_and_M': 51, 'U_and_A_to_U_and_U': 14}"
4174,"{'M_and_U_to_M_and_M': 24, 'U_and_M_to_U_and_U': 19, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 41, 'A_and_U_to_A_and_A': 16, 'U_and_A_to_U_and_U': 17}"
4175,"{'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 41, 'M_and_U_to_M_and_M': 29, 'M_and_A_to_M_and_M': 55, 'A_and_U_to_A_and_A': 25, 'U_and_A_to_U_and_U': 19, 'A_and_M_to_A_and_A': 16}"
4176,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 36, 'Polymerase_M_to_A': 50, 'U_and_A_to_U_and_U': 27, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 49, 'A_and_U_to_A_and_A': 29}"
4177,"{'M_and_U_to_M_and_M': 51, 'U_and_M_to_U_and_U': 45, 'Polymerase_M_to_A': 28, 'A_and_M_to_A_and_A': 6, 'U_and_A_to_U_and_U': 37, 'M_and_A_to_M_and_M': 19, 'A_and_U_to_A_and_A': 33}"
4178,"{'M_and_U_to_M_and_M': 18, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 25, 'A_and_M_to_A_and_A': 12, 'U_and_A_to_U_and_U': 56, 'A_and_U_to_A_and_A': 29, 'M_and_A_to_M_and_M': 8}"
4179,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 21, 'M_and_A_to_M_and_M': 11, 'A_and_U_to_A_and_A': 36, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 41}"
4180,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 28, 'Polymerase_M_to_A': 27, 'U_and_A_to_U_and_U': 64, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 11, 'A_and_U_to_A_and_A': 32}"
4181,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 36, 'Polymerase_M_to_A': 31, 'A_and_M_to_A_and_A': 14, 'A_and_U_to_A_and_A': 34, 'M_and_A_to_M_and_M': 30, 'U_and_A_to_U_and_U': 39}"
4182,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 61, 'A_and_U_to_A_and_A': 24, 'U_and_A_to_U_and_U': 23, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 64}"
4183,"{'Polymerase_M_to_A': 43, 'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 15, 'A_and_M_to_A_and_A': 21, 'U_and_A_to_U_and_U': 38, 'A_and_U_to_A_and_A': 25, 'M_and_A_to_M_and_M': 42}"
4184,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 42, 'Polymerase_M_to_A': 41, 'A_and_U_to_A_and_A': 30, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 34, 'M_and_A_to_M_and_M': 37}"
4185,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 29, 'Polymerase_M_to_A': 37, 'A_and_M_to_A_and_A': 31, 'U_and_A_to_U_and_U': 29, 'A_and_U_to_A_and_A': 19, 'M_and_A_to_M_and_M': 46}"
4186,"{'M_and_U_to_M_and_M': 44, 'U_and_M_to_U_and_U': 48, 'Polymerase_M_to_A': 26, 'U_and_A_to_U_and_U': 41, 'A_and_M_to_A_and_A': 4, 'A_and_U_to_A_and_A': 32, 'M_and_A_to_M_and_M': 16}"
4187,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 35, 'M_and_A_to_M_and_M': 25, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 41, 'A_and_U_to_A_and_A': 31}"
4188,"{'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 49, 'U_and_M_to_U_and_U': 13, 'A_and_M_to_A_and_A': 25, 'U_and_A_to_U_and_U': 25, 'A_and_U_to_A_and_A': 22, 'M_and_A_to_M_and_M': 53}"
4189,"{'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 30, 'M_and_U_to_M_and_M': 24, 'A_and_U_to_A_and_A': 49, 'M_and_A_to_M_and_M': 15, 'A_and_M_to_A_and_A': 13, 'U_and_A_to_U_and_U': 71}"
4190,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 11, 'Polymerase_M_to_A': 9, 'A_and_M_to_A_and_A': 11, 'M_and_A_to_M_and_M': 5, 'U_and_A_to_U_and_U': 47, 'A_and_U_to_A_and_A': 32}"
4191,"{'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 25, 'U_and_A_to_U_and_U': 16, 'U_and_M_to_U_and_U': 22, 'M_and_A_to_M_and_M': 45, 'A_and_U_to_A_and_A': 14}"
4192,"{'U_and_M_to_U_and_U': 6, 'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 54, 'M_and_A_to_M_and_M': 65, 'A_and_U_to_A_and_A': 4, 'A_and_M_to_A_and_A': 32, 'U_and_A_to_U_and_U': 2}"
4193,"{'M_and_U_to_M_and_M': 44, 'U_and_M_to_U_and_U': 24, 'Polymerase_M_to_A': 47, 'M_and_A_to_M_and_M': 36, 'U_and_A_to_U_and_U': 44, 'A_and_M_to_A_and_A': 18, 'A_and_U_to_A_and_A': 27}"
4194,"{'U_and_M_to_U_and_U': 6, 'Polymerase_M_to_A': 45, 'A_and_U_to_A_and_A': 15, 'M_and_U_to_M_and_M': 20, 'A_and_M_to_A_and_A': 42, 'M_and_A_to_M_and_M': 70, 'U_and_A_to_U_and_U': 14}"
4195,"{'M_and_U_to_M_and_M': 23, 'U_and_M_to_U_and_U': 10, 'Polymerase_M_to_A': 58, 'A_and_M_to_A_and_A': 31, 'M_and_A_to_M_and_M': 61, 'A_and_U_to_A_and_A': 2}"
4196,"{'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 42, 'M_and_U_to_M_and_M': 37, 'A_and_U_to_A_and_A': 48, 'M_and_A_to_M_and_M': 20, 'A_and_M_to_A_and_A': 8, 'U_and_A_to_U_and_U': 64}"
4197,"{'M_and_U_to_M_and_M': 35, 'U_and_M_to_U_and_U': 40, 'Polymerase_M_to_A': 18, 'A_and_M_to_A_and_A': 9, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 45, 'M_and_A_to_M_and_M': 10}"
4198,"{'U_and_M_to_U_and_U': 6, 'M_and_U_to_M_and_M': 16, 'Polymerase_M_to_A': 56, 'A_and_M_to_A_and_A': 36, 'M_and_A_to_M_and_M': 75, 'A_and_U_to_A_and_A': 5}"
4199,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 47, 'U_and_A_to_U_and_U': 51, 'A_and_U_to_A_and_A': 51, 'A_and_M_to_A_and_A': 17, 'M_and_A_to_M_and_M': 40}"
4200,"{'Polymerase_M_to_A': 33, 'M_and_U_to_M_and_M': 44, 'U_and_M_to_U_and_U': 35, 'U_and_A_to_U_and_U': 57, 'A_and_U_to_A_and_A': 34, 'A_and_M_to_A_and_A': 24, 'M_and_A_to_M_and_M': 21}"
4201,"{'U_and_M_to_U_and_U': 34, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 32, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 25, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 41}"
4202,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 25, 'A_and_M_to_A_and_A': 12, 'M_and_A_to_M_and_M': 9, 'A_and_U_to_A_and_A': 21, 'U_and_A_to_U_and_U': 49}"
4203,"{'U_and_M_to_U_and_U': 40, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 34, 'A_and_U_to_A_and_A': 30, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 40, 'M_and_A_to_M_and_M': 32}"
4204,"{'U_and_M_to_U_and_U': 26, 'M_and_U_to_M_and_M': 42, 'Polymerase_M_to_A': 41, 'A_and_M_to_A_and_A': 19, 'U_and_A_to_U_and_U': 51, 'M_and_A_to_M_and_M': 29, 'A_and_U_to_A_and_A': 30}"
4205,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 29, 'Polymerase_M_to_A': 40, 'M_and_A_to_M_and_M': 44, 'A_and_U_to_A_and_A': 31, 'A_and_M_to_A_and_A': 24, 'U_and_A_to_U_and_U': 27}"
4206,"{'U_and_M_to_U_and_U': 16, 'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 38, 'M_and_A_to_M_and_M': 53, 'A_and_U_to_A_and_A': 19, 'A_and_M_to_A_and_A': 28, 'U_and_A_to_U_and_U': 8}"
4207,"{'M_and_U_to_M_and_M': 39, 'U_and_M_to_U_and_U': 18, 'Polymerase_M_to_A': 38, 'A_and_M_to_A_and_A': 32, 'U_and_A_to_U_and_U': 42, 'M_and_A_to_M_and_M': 40, 'A_and_U_to_A_and_A': 31}"
4208,"{'M_and_U_to_M_and_M': 17, 'U_and_M_to_U_and_U': 12, 'Polymerase_M_to_A': 49, 'A_and_M_to_A_and_A': 49, 'A_and_U_to_A_and_A': 12, 'M_and_A_to_M_and_M': 83, 'U_and_A_to_U_and_U': 2}"
4209,"{'U_and_M_to_U_and_U': 23, 'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 28, 'U_and_A_to_U_and_U': 23, 'A_and_U_to_A_and_A': 24, 'M_and_A_to_M_and_M': 48}"
4210,"{'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 53, 'A_and_M_to_A_and_A': 28, 'U_and_M_to_U_and_U': 23, 'M_and_A_to_M_and_M': 68, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 33}"
4211,"{'U_and_M_to_U_and_U': 23, 'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 29, 'M_and_A_to_M_and_M': 49, 'A_and_U_to_A_and_A': 40, 'U_and_A_to_U_and_U': 30}"
4212,"{'Polymerase_M_to_A': 39, 'M_and_A_to_M_and_M': 40, 'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 26, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 34, 'A_and_U_to_A_and_A': 32}"
4213,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 19, 'Polymerase_M_to_A': 54, 'U_and_A_to_U_and_U': 16, 'A_and_U_to_A_and_A': 9, 'M_and_A_to_M_and_M': 50, 'A_and_M_to_A_and_A': 27}"
4214,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 46, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 54, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 22}"
4215,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 47, 'A_and_U_to_A_and_A': 43, 'M_and_A_to_M_and_M': 42}"
4216,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 53, 'M_and_A_to_M_and_M': 61, 'U_and_A_to_U_and_U': 10, 'A_and_M_to_A_and_A': 26, 'A_and_U_to_A_and_A': 20}"
4217,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 18, 'Polymerase_M_to_A': 56, 'M_and_A_to_M_and_M': 63, 'A_and_U_to_A_and_A': 17, 'A_and_M_to_A_and_A': 27, 'U_and_A_to_U_and_U': 15}"
4218,"{'M_and_U_to_M_and_M': 11, 'U_and_M_to_U_and_U': 28, 'Polymerase_M_to_A': 18, 'M_and_A_to_M_and_M': 7, 'A_and_M_to_A_and_A': 6, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 35}"
4219,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 23, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 18, 'A_and_U_to_A_and_A': 32, 'U_and_A_to_U_and_U': 42}"
4220,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 48, 'A_and_U_to_A_and_A': 39, 'U_and_A_to_U_and_U': 37}"
4221,"{'M_and_U_to_M_and_M': 35, 'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 53, 'A_and_M_to_A_and_A': 23, 'A_and_U_to_A_and_A': 16, 'U_and_A_to_U_and_U': 16, 'M_and_A_to_M_and_M': 52}"
4222,"{'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 37, 'M_and_U_to_M_and_M': 24, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 24, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 50}"
4223,"{'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 36, 'U_and_M_to_U_and_U': 32, 'U_and_A_to_U_and_U': 54, 'A_and_U_to_A_and_A': 27, 'A_and_M_to_A_and_A': 10, 'M_and_A_to_M_and_M': 16}"
4224,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 24, 'M_and_A_to_M_and_M': 50, 'A_and_U_to_A_and_A': 30}"
4225,"{'Polymerase_M_to_A': 35, 'U_and_M_to_U_and_U': 40, 'M_and_U_to_M_and_M': 42, 'M_and_A_to_M_and_M': 30, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 22, 'U_and_A_to_U_and_U': 39}"
4226,"{'U_and_M_to_U_and_U': 16, 'Polymerase_M_to_A': 65, 'A_and_M_to_A_and_A': 31, 'M_and_U_to_M_and_M': 28, 'A_and_U_to_A_and_A': 21, 'M_and_A_to_M_and_M': 76, 'U_and_A_to_U_and_U': 18}"
