Simulation,Transitions
499,"{'U_and_M_to_U_and_U': 33, 'Polymerase_M_to_A': 28, 'A_and_M_to_A_and_A': 13, 'M_and_U_to_M_and_M': 30, 'M_and_A_to_M_and_M': 11, 'A_and_U_to_A_and_A': 36, 'U_and_A_to_U_and_U': 57}"
500,"{'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 19, 'M_and_U_to_M_and_M': 29, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 42, 'U_and_A_to_U_and_U': 18}"
501,"{'M_and_U_to_M_and_M': 23, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 38, 'A_and_U_to_A_and_A': 13, 'A_and_M_to_A_and_A': 33, 'U_and_A_to_U_and_U': 4, 'M_and_A_to_M_and_M': 62}"
502,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 45, 'M_and_A_to_M_and_M': 50, 'A_and_U_to_A_and_A': 26, 'A_and_M_to_A_and_A': 18, 'U_and_A_to_U_and_U': 21}"
503,"{'M_and_U_to_M_and_M': 20, 'U_and_M_to_U_and_U': 10, 'Polymerase_M_to_A': 45, 'U_and_A_to_U_and_U': 2, 'A_and_U_to_A_and_A': 6, 'A_and_M_to_A_and_A': 33, 'M_and_A_to_M_and_M': 57}"
504,"{'Polymerase_M_to_A': 59, 'A_and_M_to_A_and_A': 27, 'U_and_M_to_U_and_U': 13, 'M_and_U_to_M_and_M': 32, 'U_and_A_to_U_and_U': 24, 'A_and_U_to_A_and_A': 18, 'M_and_A_to_M_and_M': 64}"
505,"{'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 51, 'A_and_M_to_A_and_A': 18, 'A_and_U_to_A_and_A': 15, 'U_and_M_to_U_and_U': 19, 'U_and_A_to_U_and_U': 28, 'M_and_A_to_M_and_M': 47}"
506,"{'M_and_U_to_M_and_M': 52, 'U_and_M_to_U_and_U': 38, 'Polymerase_M_to_A': 43, 'A_and_U_to_A_and_A': 20, 'M_and_A_to_M_and_M': 47, 'U_and_A_to_U_and_U': 24, 'A_and_M_to_A_and_A': 15}"
507,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 35, 'U_and_A_to_U_and_U': 33, 'A_and_U_to_A_and_A': 33, 'A_and_M_to_A_and_A': 10, 'M_and_A_to_M_and_M': 31}"
508,"{'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 48, 'U_and_M_to_U_and_U': 19, 'A_and_M_to_A_and_A': 32, 'U_and_A_to_U_and_U': 34, 'A_and_U_to_A_and_A': 26, 'M_and_A_to_M_and_M': 54}"
509,"{'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 61, 'M_and_U_to_M_and_M': 29, 'A_and_U_to_A_and_A': 25, 'M_and_A_to_M_and_M': 56, 'A_and_M_to_A_and_A': 24, 'U_and_A_to_U_and_U': 22}"
510,"{'M_and_U_to_M_and_M': 46, 'U_and_M_to_U_and_U': 40, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 19, 'U_and_A_to_U_and_U': 35, 'A_and_U_to_A_and_A': 27, 'M_and_A_to_M_and_M': 39}"
511,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 33, 'Polymerase_M_to_A': 46, 'A_and_M_to_A_and_A': 24, 'A_and_U_to_A_and_A': 32, 'U_and_A_to_U_and_U': 39, 'M_and_A_to_M_and_M': 52}"
512,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 35, 'M_and_A_to_M_and_M': 47, 'A_and_U_to_A_and_A': 18, 'A_and_M_to_A_and_A': 26, 'U_and_A_to_U_and_U': 20}"
513,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 31, 'U_and_A_to_U_and_U': 45, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 32, 'A_and_U_to_A_and_A': 42}"
514,"{'M_and_U_to_M_and_M': 46, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 34, 'M_and_A_to_M_and_M': 25, 'A_and_M_to_A_and_A': 21, 'U_and_A_to_U_and_U': 33, 'A_and_U_to_A_and_A': 18}"
515,"{'Polymerase_M_to_A': 30, 'U_and_M_to_U_and_U': 36, 'A_and_M_to_A_and_A': 10, 'M_and_U_to_M_and_M': 24, 'U_and_A_to_U_and_U': 59, 'A_and_U_to_A_and_A': 40, 'M_and_A_to_M_and_M': 17}"
516,"{'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 54, 'U_and_M_to_U_and_U': 26, 'M_and_A_to_M_and_M': 51, 'A_and_M_to_A_and_A': 27, 'A_and_U_to_A_and_A': 26, 'U_and_A_to_U_and_U': 38}"
517,"{'M_and_U_to_M_and_M': 16, 'U_and_M_to_U_and_U': 12, 'Polymerase_M_to_A': 38, 'A_and_M_to_A_and_A': 34, 'A_and_U_to_A_and_A': 18, 'M_and_A_to_M_and_M': 61, 'U_and_A_to_U_and_U': 7}"
518,"{'M_and_U_to_M_and_M': 18, 'U_and_M_to_U_and_U': 8, 'Polymerase_M_to_A': 54, 'M_and_A_to_M_and_M': 71, 'A_and_U_to_A_and_A': 4, 'A_and_M_to_A_and_A': 39}"
519,"{'U_and_M_to_U_and_U': 22, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 36, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 39, 'M_and_A_to_M_and_M': 48, 'U_and_A_to_U_and_U': 33}"
520,"{'M_and_U_to_M_and_M': 51, 'Polymerase_M_to_A': 47, 'U_and_M_to_U_and_U': 38, 'A_and_U_to_A_and_A': 39, 'U_and_A_to_U_and_U': 74, 'M_and_A_to_M_and_M': 21, 'A_and_M_to_A_and_A': 17}"
521,"{'U_and_M_to_U_and_U': 24, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 50, 'M_and_A_to_M_and_M': 57, 'A_and_M_to_A_and_A': 22, 'A_and_U_to_A_and_A': 29, 'U_and_A_to_U_and_U': 18}"
522,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 31, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 49, 'M_and_A_to_M_and_M': 15, 'U_and_A_to_U_and_U': 62}"
523,"{'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 53, 'M_and_A_to_M_and_M': 70, 'U_and_M_to_U_and_U': 12, 'A_and_U_to_A_and_A': 17, 'A_and_M_to_A_and_A': 29, 'U_and_A_to_U_and_U': 12}"
524,"{'U_and_M_to_U_and_U': 43, 'M_and_U_to_M_and_M': 52, 'Polymerase_M_to_A': 41, 'A_and_U_to_A_and_A': 33, 'M_and_A_to_M_and_M': 36, 'U_and_A_to_U_and_U': 43, 'A_and_M_to_A_and_A': 13}"
525,"{'M_and_U_to_M_and_M': 60, 'U_and_M_to_U_and_U': 50, 'Polymerase_M_to_A': 40, 'U_and_A_to_U_and_U': 33, 'A_and_U_to_A_and_A': 28, 'M_and_A_to_M_and_M': 28, 'A_and_M_to_A_and_A': 13}"
526,"{'U_and_M_to_U_and_U': 53, 'M_and_U_to_M_and_M': 65, 'Polymerase_M_to_A': 27, 'A_and_U_to_A_and_A': 26, 'U_and_A_to_U_and_U': 42, 'A_and_M_to_A_and_A': 8, 'M_and_A_to_M_and_M': 13}"
527,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 11, 'Polymerase_M_to_A': 53, 'M_and_A_to_M_and_M': 53, 'U_and_A_to_U_and_U': 20, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 12}"
528,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 41, 'Polymerase_M_to_A': 42, 'A_and_M_to_A_and_A': 21, 'U_and_A_to_U_and_U': 43, 'A_and_U_to_A_and_A': 37, 'M_and_A_to_M_and_M': 42}"
529,"{'M_and_U_to_M_and_M': 47, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 42, 'U_and_A_to_U_and_U': 48, 'A_and_U_to_A_and_A': 27, 'M_and_A_to_M_and_M': 18, 'A_and_M_to_A_and_A': 8}"
530,"{'U_and_M_to_U_and_U': 34, 'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 34, 'A_and_M_to_A_and_A': 9, 'M_and_A_to_M_and_M': 18, 'U_and_A_to_U_and_U': 50, 'A_and_U_to_A_and_A': 35}"
531,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 61, 'U_and_A_to_U_and_U': 23, 'M_and_A_to_M_and_M': 66, 'A_and_U_to_A_and_A': 24, 'A_and_M_to_A_and_A': 29}"
532,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 47, 'M_and_A_to_M_and_M': 34, 'A_and_M_to_A_and_A': 20, 'U_and_A_to_U_and_U': 38, 'A_and_U_to_A_and_A': 19}"
533,"{'U_and_M_to_U_and_U': 22, 'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 54, 'M_and_A_to_M_and_M': 53, 'A_and_M_to_A_and_A': 25, 'U_and_A_to_U_and_U': 24, 'A_and_U_to_A_and_A': 20}"
534,"{'Polymerase_M_to_A': 31, 'U_and_M_to_U_and_U': 45, 'M_and_U_to_M_and_M': 58, 'M_and_A_to_M_and_M': 10, 'U_and_A_to_U_and_U': 50, 'A_and_U_to_A_and_A': 27, 'A_and_M_to_A_and_A': 8}"
535,"{'Polymerase_M_to_A': 43, 'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 29, 'M_and_A_to_M_and_M': 52, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 32, 'U_and_A_to_U_and_U': 36}"
536,"{'M_and_U_to_M_and_M': 16, 'U_and_M_to_U_and_U': 4, 'Polymerase_M_to_A': 50, 'A_and_M_to_A_and_A': 49, 'A_and_U_to_A_and_A': 10, 'M_and_A_to_M_and_M': 78, 'U_and_A_to_U_and_U': 8}"
537,"{'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 63, 'U_and_M_to_U_and_U': 8, 'A_and_M_to_A_and_A': 31, 'A_and_U_to_A_and_A': 11, 'U_and_A_to_U_and_U': 11, 'M_and_A_to_M_and_M': 68}"
538,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 11, 'U_and_A_to_U_and_U': 49, 'A_and_M_to_A_and_A': 6, 'A_and_U_to_A_and_A': 43, 'M_and_A_to_M_and_M': 5}"
539,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 56, 'A_and_U_to_A_and_A': 32, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 21, 'M_and_A_to_M_and_M': 65}"
540,"{'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 51, 'U_and_M_to_U_and_U': 17, 'A_and_M_to_A_and_A': 34, 'M_and_A_to_M_and_M': 56, 'A_and_U_to_A_and_A': 16, 'U_and_A_to_U_and_U': 19}"
541,"{'U_and_M_to_U_and_U': 24, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 41, 'A_and_M_to_A_and_A': 27, 'A_and_U_to_A_and_A': 35, 'U_and_A_to_U_and_U': 52, 'M_and_A_to_M_and_M': 33}"
542,"{'M_and_U_to_M_and_M': 43, 'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 31, 'A_and_U_to_A_and_A': 30, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 22, 'U_and_A_to_U_and_U': 42}"
543,"{'M_and_U_to_M_and_M': 47, 'U_and_M_to_U_and_U': 39, 'Polymerase_M_to_A': 27, 'U_and_A_to_U_and_U': 41, 'A_and_M_to_A_and_A': 5, 'A_and_U_to_A_and_A': 29, 'M_and_A_to_M_and_M': 10}"
544,"{'M_and_U_to_M_and_M': 12, 'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 21, 'U_and_A_to_U_and_U': 61, 'A_and_M_to_A_and_A': 8, 'A_and_U_to_A_and_A': 52, 'M_and_A_to_M_and_M': 4}"
545,"{'M_and_U_to_M_and_M': 16, 'Polymerase_M_to_A': 61, 'U_and_M_to_U_and_U': 4, 'M_and_A_to_M_and_M': 67, 'U_and_A_to_U_and_U': 1, 'A_and_M_to_A_and_A': 36, 'A_and_U_to_A_and_A': 4}"
546,"{'U_and_M_to_U_and_U': 44, 'Polymerase_M_to_A': 37, 'M_and_A_to_M_and_M': 29, 'M_and_U_to_M_and_M': 51, 'A_and_M_to_A_and_A': 16, 'A_and_U_to_A_and_A': 30, 'U_and_A_to_U_and_U': 44}"
547,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 30, 'M_and_A_to_M_and_M': 29, 'U_and_A_to_U_and_U': 47, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 49}"
548,"{'U_and_M_to_U_and_U': 21, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 45, 'A_and_U_to_A_and_A': 27, 'M_and_A_to_M_and_M': 49, 'A_and_M_to_A_and_A': 15, 'U_and_A_to_U_and_U': 20}"
549,"{'M_and_U_to_M_and_M': 40, 'U_and_M_to_U_and_U': 50, 'Polymerase_M_to_A': 30, 'A_and_M_to_A_and_A': 7, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 39, 'M_and_A_to_M_and_M': 20}"
550,"{'U_and_M_to_U_and_U': 15, 'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 43, 'A_and_U_to_A_and_A': 15, 'A_and_M_to_A_and_A': 29, 'M_and_A_to_M_and_M': 55, 'U_and_A_to_U_and_U': 5}"
551,"{'Polymerase_M_to_A': 53, 'M_and_U_to_M_and_M': 14, 'M_and_A_to_M_and_M': 83, 'A_and_M_to_A_and_A': 43, 'U_and_M_to_U_and_U': 9, 'A_and_U_to_A_and_A': 12, 'U_and_A_to_U_and_U': 2}"
552,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 35, 'Polymerase_M_to_A': 21, 'A_and_M_to_A_and_A': 12, 'U_and_A_to_U_and_U': 42, 'A_and_U_to_A_and_A': 19, 'M_and_A_to_M_and_M': 8}"
553,"{'U_and_M_to_U_and_U': 44, 'Polymerase_M_to_A': 23, 'M_and_U_to_M_and_M': 38, 'A_and_M_to_A_and_A': 11, 'M_and_A_to_M_and_M': 13, 'U_and_A_to_U_and_U': 32, 'A_and_U_to_A_and_A': 16}"
554,"{'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 41, 'A_and_M_to_A_and_A': 24, 'U_and_A_to_U_and_U': 45, 'U_and_M_to_U_and_U': 32, 'A_and_U_to_A_and_A': 28, 'M_and_A_to_M_and_M': 30}"
555,"{'M_and_U_to_M_and_M': 42, 'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 47, 'A_and_M_to_A_and_A': 13, 'A_and_U_to_A_and_A': 29, 'U_and_A_to_U_and_U': 29, 'M_and_A_to_M_and_M': 41}"
556,"{'U_and_M_to_U_and_U': 39, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 26, 'M_and_A_to_M_and_M': 16, 'A_and_M_to_A_and_A': 11, 'U_and_A_to_U_and_U': 44, 'A_and_U_to_A_and_A': 31}"
557,"{'U_and_M_to_U_and_U': 16, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 55, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 69, 'A_and_U_to_A_and_A': 8, 'U_and_A_to_U_and_U': 5}"
558,"{'U_and_M_to_U_and_U': 34, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 28, 'A_and_U_to_A_and_A': 41, 'M_and_A_to_M_and_M': 20, 'A_and_M_to_A_and_A': 8, 'U_and_A_to_U_and_U': 47}"
559,"{'M_and_U_to_M_and_M': 41, 'U_and_M_to_U_and_U': 40, 'Polymerase_M_to_A': 36, 'A_and_M_to_A_and_A': 16, 'M_and_A_to_M_and_M': 30, 'U_and_A_to_U_and_U': 39, 'A_and_U_to_A_and_A': 32}"
560,"{'U_and_M_to_U_and_U': 28, 'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 34, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 30, 'M_and_A_to_M_and_M': 39, 'U_and_A_to_U_and_U': 23}"
561,"{'Polymerase_M_to_A': 32, 'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 33, 'M_and_A_to_M_and_M': 37, 'A_and_U_to_A_and_A': 29, 'A_and_M_to_A_and_A': 24, 'U_and_A_to_U_and_U': 34}"
562,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 52, 'Polymerase_M_to_A': 47, 'U_and_A_to_U_and_U': 40, 'A_and_M_to_A_and_A': 28, 'A_and_U_to_A_and_A': 26, 'M_and_A_to_M_and_M': 44}"
563,"{'M_and_U_to_M_and_M': 22, 'U_and_M_to_U_and_U': 10, 'Polymerase_M_to_A': 58, 'M_and_A_to_M_and_M': 70, 'A_and_U_to_A_and_A': 2, 'A_and_M_to_A_and_A': 28}"
564,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 24, 'M_and_A_to_M_and_M': 23, 'U_and_A_to_U_and_U': 50}"
565,"{'M_and_U_to_M_and_M': 55, 'U_and_M_to_U_and_U': 38, 'Polymerase_M_to_A': 40, 'U_and_A_to_U_and_U': 33, 'A_and_U_to_A_and_A': 28, 'A_and_M_to_A_and_A': 14, 'M_and_A_to_M_and_M': 28}"
566,"{'U_and_M_to_U_and_U': 45, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 23, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 15, 'A_and_U_to_A_and_A': 39, 'U_and_A_to_U_and_U': 52}"
567,"{'Polymerase_M_to_A': 33, 'M_and_U_to_M_and_M': 42, 'U_and_M_to_U_and_U': 35, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 31, 'M_and_A_to_M_and_M': 39, 'A_and_U_to_A_and_A': 33}"
568,"{'M_and_U_to_M_and_M': 23, 'U_and_M_to_U_and_U': 24, 'Polymerase_M_to_A': 27, 'A_and_U_to_A_and_A': 24, 'M_and_A_to_M_and_M': 19, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 46}"
569,"{'M_and_U_to_M_and_M': 41, 'U_and_M_to_U_and_U': 41, 'Polymerase_M_to_A': 26, 'A_and_M_to_A_and_A': 14, 'A_and_U_to_A_and_A': 38, 'M_and_A_to_M_and_M': 27, 'U_and_A_to_U_and_U': 39}"
570,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 58, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 21, 'A_and_U_to_A_and_A': 20, 'M_and_A_to_M_and_M': 60}"
571,"{'U_and_M_to_U_and_U': 16, 'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 45, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 38, 'M_and_A_to_M_and_M': 50, 'A_and_M_to_A_and_A': 20}"
572,"{'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 38, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 35}"
573,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 13, 'U_and_A_to_U_and_U': 49, 'A_and_M_to_A_and_A': 11, 'A_and_U_to_A_and_A': 35, 'M_and_A_to_M_and_M': 9}"
574,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 34, 'A_and_M_to_A_and_A': 20, 'A_and_U_to_A_and_A': 39, 'M_and_A_to_M_and_M': 39, 'U_and_A_to_U_and_U': 48}"
575,"{'U_and_M_to_U_and_U': 13, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 52, 'M_and_A_to_M_and_M': 45, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 12, 'A_and_U_to_A_and_A': 9}"
576,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 40, 'A_and_U_to_A_and_A': 32, 'M_and_A_to_M_and_M': 36, 'U_and_A_to_U_and_U': 38, 'A_and_M_to_A_and_A': 15}"
577,"{'M_and_U_to_M_and_M': 11, 'U_and_M_to_U_and_U': 16, 'Polymerase_M_to_A': 22, 'M_and_A_to_M_and_M': 4, 'A_and_M_to_A_and_A': 11, 'A_and_U_to_A_and_A': 40, 'U_and_A_to_U_and_U': 64}"
578,"{'M_and_U_to_M_and_M': 51, 'U_and_M_to_U_and_U': 45, 'Polymerase_M_to_A': 39, 'U_and_A_to_U_and_U': 31, 'M_and_A_to_M_and_M': 31, 'A_and_M_to_A_and_A': 10, 'A_and_U_to_A_and_A': 29}"
579,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 48, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 64, 'A_and_U_to_A_and_A': 29, 'U_and_A_to_U_and_U': 24}"
580,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 47, 'Polymerase_M_to_A': 23, 'U_and_A_to_U_and_U': 31, 'A_and_M_to_A_and_A': 7, 'M_and_A_to_M_and_M': 9, 'A_and_U_to_A_and_A': 13}"
581,"{'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 42, 'U_and_M_to_U_and_U': 13, 'A_and_M_to_A_and_A': 40, 'M_and_A_to_M_and_M': 57, 'U_and_A_to_U_and_U': 19, 'A_and_U_to_A_and_A': 18}"
582,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 49, 'Polymerase_M_to_A': 36, 'A_and_M_to_A_and_A': 22, 'A_and_U_to_A_and_A': 34, 'M_and_A_to_M_and_M': 24, 'U_and_A_to_U_and_U': 56}"
583,"{'Polymerase_M_to_A': 27, 'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 26, 'U_and_A_to_U_and_U': 37, 'A_and_U_to_A_and_A': 41, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 27}"
584,"{'M_and_U_to_M_and_M': 41, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 36, 'M_and_A_to_M_and_M': 35, 'U_and_A_to_U_and_U': 32, 'A_and_U_to_A_and_A': 25, 'A_and_M_to_A_and_A': 30}"
585,"{'Polymerase_M_to_A': 59, 'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 9, 'A_and_M_to_A_and_A': 32, 'A_and_U_to_A_and_A': 13, 'M_and_A_to_M_and_M': 63, 'U_and_A_to_U_and_U': 20}"
586,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 41, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 34, 'A_and_U_to_A_and_A': 26, 'U_and_A_to_U_and_U': 46}"
587,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 29, 'A_and_U_to_A_and_A': 43, 'M_and_A_to_M_and_M': 14, 'U_and_A_to_U_and_U': 61, 'A_and_M_to_A_and_A': 13}"
588,"{'M_and_U_to_M_and_M': 17, 'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 47, 'A_and_U_to_A_and_A': 21, 'A_and_M_to_A_and_A': 34, 'U_and_A_to_U_and_U': 9, 'M_and_A_to_M_and_M': 63}"
589,"{'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 59, 'M_and_U_to_M_and_M': 22, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 80, 'A_and_M_to_A_and_A': 28, 'U_and_A_to_U_and_U': 11}"
590,"{'Polymerase_M_to_A': 17, 'A_and_U_to_A_and_A': 52, 'U_and_M_to_U_and_U': 32, 'A_and_M_to_A_and_A': 11, 'M_and_U_to_M_and_M': 17, 'U_and_A_to_U_and_U': 55, 'M_and_A_to_M_and_M': 10}"
591,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 40, 'Polymerase_M_to_A': 44, 'A_and_U_to_A_and_A': 39, 'M_and_A_to_M_and_M': 32, 'U_and_A_to_U_and_U': 49, 'A_and_M_to_A_and_A': 14}"
592,"{'U_and_M_to_U_and_U': 14, 'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 35, 'A_and_U_to_A_and_A': 14, 'M_and_A_to_M_and_M': 44, 'U_and_A_to_U_and_U': 3, 'A_and_M_to_A_and_A': 22}"
593,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 11, 'Polymerase_M_to_A': 39, 'M_and_A_to_M_and_M': 50, 'A_and_M_to_A_and_A': 35, 'U_and_A_to_U_and_U': 27, 'A_and_U_to_A_and_A': 20}"
594,"{'M_and_U_to_M_and_M': 23, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 42, 'A_and_M_to_A_and_A': 12, 'U_and_A_to_U_and_U': 44, 'A_and_U_to_A_and_A': 20, 'M_and_A_to_M_and_M': 24}"
595,"{'U_and_M_to_U_and_U': 16, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 43, 'M_and_A_to_M_and_M': 53, 'A_and_M_to_A_and_A': 27, 'A_and_U_to_A_and_A': 21, 'U_and_A_to_U_and_U': 17}"
596,"{'Polymerase_M_to_A': 37, 'U_and_M_to_U_and_U': 41, 'A_and_U_to_A_and_A': 27, 'M_and_A_to_M_and_M': 36, 'A_and_M_to_A_and_A': 22, 'M_and_U_to_M_and_M': 50, 'U_and_A_to_U_and_U': 40}"
597,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 40, 'A_and_U_to_A_and_A': 28, 'A_and_M_to_A_and_A': 25, 'U_and_A_to_U_and_U': 32, 'M_and_A_to_M_and_M': 39}"
598,"{'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 39, 'U_and_M_to_U_and_U': 36, 'M_and_A_to_M_and_M': 31, 'A_and_M_to_A_and_A': 12, 'U_and_A_to_U_and_U': 38, 'A_and_U_to_A_and_A': 40}"
599,"{'U_and_M_to_U_and_U': 23, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 38, 'A_and_U_to_A_and_A': 42, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 23, 'U_and_A_to_U_and_U': 47}"
600,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 46, 'Polymerase_M_to_A': 36, 'A_and_U_to_A_and_A': 40, 'M_and_A_to_M_and_M': 23, 'A_and_M_to_A_and_A': 14, 'U_and_A_to_U_and_U': 51}"
601,"{'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 19, 'U_and_M_to_U_and_U': 40, 'M_and_A_to_M_and_M': 5, 'U_and_A_to_U_and_U': 31, 'A_and_M_to_A_and_A': 3, 'A_and_U_to_A_and_A': 14}"
