Simulation,Transitions
852,"{'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 43, 'M_and_A_to_M_and_M': 41, 'U_and_M_to_U_and_U': 27, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 33, 'A_and_U_to_A_and_A': 21}"
853,"{'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 30, 'A_and_U_to_A_and_A': 40, 'U_and_M_to_U_and_U': 28, 'M_and_A_to_M_and_M': 34, 'A_and_M_to_A_and_A': 19, 'U_and_A_to_U_and_U': 36}"
854,"{'M_and_U_to_M_and_M': 25, 'U_and_M_to_U_and_U': 12, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 36, 'M_and_A_to_M_and_M': 51, 'A_and_U_to_A_and_A': 12, 'U_and_A_to_U_and_U': 10}"
855,"{'U_and_M_to_U_and_U': 40, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 22, 'A_and_M_to_A_and_A': 13, 'U_and_A_to_U_and_U': 34, 'A_and_U_to_A_and_A': 43, 'M_and_A_to_M_and_M': 35}"
856,"{'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 44, 'A_and_M_to_A_and_A': 23, 'A_and_U_to_A_and_A': 27, 'M_and_A_to_M_and_M': 37, 'U_and_A_to_U_and_U': 32}"
857,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 49, 'M_and_A_to_M_and_M': 58, 'A_and_M_to_A_and_A': 22, 'A_and_U_to_A_and_A': 23, 'U_and_A_to_U_and_U': 12}"
858,"{'U_and_M_to_U_and_U': 11, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 52, 'M_and_A_to_M_and_M': 58, 'A_and_U_to_A_and_A': 11, 'A_and_M_to_A_and_A': 32, 'U_and_A_to_U_and_U': 7}"
859,"{'M_and_U_to_M_and_M': 47, 'U_and_M_to_U_and_U': 33, 'Polymerase_M_to_A': 48, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 29, 'M_and_A_to_M_and_M': 47, 'A_and_M_to_A_and_A': 20}"
860,"{'M_and_U_to_M_and_M': 8, 'U_and_M_to_U_and_U': 4, 'Polymerase_M_to_A': 55, 'A_and_M_to_A_and_A': 38, 'A_and_U_to_A_and_A': 13, 'M_and_A_to_M_and_M': 77, 'U_and_A_to_U_and_U': 3}"
861,"{'Polymerase_M_to_A': 54, 'M_and_U_to_M_and_M': 24, 'U_and_M_to_U_and_U': 21, 'U_and_A_to_U_and_U': 9, 'A_and_U_to_A_and_A': 21, 'M_and_A_to_M_and_M': 67, 'A_and_M_to_A_and_A': 24}"
862,"{'Polymerase_M_to_A': 39, 'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 29, 'U_and_A_to_U_and_U': 54, 'M_and_A_to_M_and_M': 21, 'A_and_U_to_A_and_A': 28, 'A_and_M_to_A_and_A': 10}"
863,"{'U_and_M_to_U_and_U': 16, 'M_and_U_to_M_and_M': 19, 'Polymerase_M_to_A': 52, 'A_and_U_to_A_and_A': 14, 'A_and_M_to_A_and_A': 34, 'M_and_A_to_M_and_M': 75, 'U_and_A_to_U_and_U': 2}"
864,"{'U_and_M_to_U_and_U': 41, 'Polymerase_M_to_A': 28, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 27, 'M_and_U_to_M_and_M': 44, 'A_and_U_to_A_and_A': 39, 'U_and_A_to_U_and_U': 58}"
865,"{'U_and_M_to_U_and_U': 26, 'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 53, 'A_and_U_to_A_and_A': 16, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 47, 'U_and_A_to_U_and_U': 14}"
866,"{'U_and_M_to_U_and_U': 21, 'M_and_U_to_M_and_M': 26, 'Polymerase_M_to_A': 58, 'M_and_A_to_M_and_M': 67, 'A_and_U_to_A_and_A': 12, 'A_and_M_to_A_and_A': 27, 'U_and_A_to_U_and_U': 3}"
867,"{'U_and_M_to_U_and_U': 52, 'M_and_U_to_M_and_M': 57, 'Polymerase_M_to_A': 46, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 44, 'A_and_U_to_A_and_A': 26, 'U_and_A_to_U_and_U': 22}"
868,"{'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 64, 'M_and_U_to_M_and_M': 22, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 11, 'M_and_A_to_M_and_M': 69}"
869,"{'M_and_U_to_M_and_M': 49, 'U_and_M_to_U_and_U': 39, 'Polymerase_M_to_A': 36, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 27, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 34}"
870,"{'U_and_M_to_U_and_U': 23, 'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 22, 'A_and_M_to_A_and_A': 5, 'M_and_A_to_M_and_M': 4, 'U_and_A_to_U_and_U': 45, 'A_and_U_to_A_and_A': 25}"
871,"{'U_and_M_to_U_and_U': 28, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 47, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 46, 'A_and_U_to_A_and_A': 21, 'U_and_A_to_U_and_U': 29}"
872,"{'M_and_U_to_M_and_M': 23, 'U_and_M_to_U_and_U': 13, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 29, 'A_and_U_to_A_and_A': 19, 'M_and_A_to_M_and_M': 52, 'U_and_A_to_U_and_U': 17}"
873,"{'U_and_M_to_U_and_U': 42, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 24, 'M_and_A_to_M_and_M': 15, 'A_and_U_to_A_and_A': 45, 'A_and_M_to_A_and_A': 5, 'U_and_A_to_U_and_U': 47}"
874,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 46, 'Polymerase_M_to_A': 52, 'A_and_M_to_A_and_A': 21, 'A_and_U_to_A_and_A': 22, 'M_and_A_to_M_and_M': 51, 'U_and_A_to_U_and_U': 35}"
875,"{'M_and_U_to_M_and_M': 40, 'U_and_M_to_U_and_U': 29, 'Polymerase_M_to_A': 24, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 50, 'A_and_U_to_A_and_A': 37, 'M_and_A_to_M_and_M': 10}"
876,"{'U_and_M_to_U_and_U': 47, 'M_and_U_to_M_and_M': 36, 'Polymerase_M_to_A': 24, 'U_and_A_to_U_and_U': 45, 'A_and_M_to_A_and_A': 6, 'M_and_A_to_M_and_M': 8, 'A_and_U_to_A_and_A': 34}"
877,"{'M_and_U_to_M_and_M': 18, 'U_and_M_to_U_and_U': 11, 'Polymerase_M_to_A': 44, 'A_and_U_to_A_and_A': 10, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 44, 'U_and_A_to_U_and_U': 12}"
878,"{'U_and_M_to_U_and_U': 20, 'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 39, 'M_and_A_to_M_and_M': 49, 'A_and_U_to_A_and_A': 15, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 3}"
879,"{'M_and_U_to_M_and_M': 19, 'Polymerase_M_to_A': 30, 'U_and_M_to_U_and_U': 23, 'A_and_M_to_A_and_A': 21, 'U_and_A_to_U_and_U': 46, 'A_and_U_to_A_and_A': 29, 'M_and_A_to_M_and_M': 23}"
880,"{'M_and_U_to_M_and_M': 22, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 37, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 25, 'U_and_A_to_U_and_U': 44, 'A_and_U_to_A_and_A': 35}"
881,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 46, 'A_and_M_to_A_and_A': 23, 'A_and_U_to_A_and_A': 16, 'M_and_A_to_M_and_M': 52, 'U_and_A_to_U_and_U': 11}"
882,"{'Polymerase_M_to_A': 53, 'A_and_M_to_A_and_A': 41, 'U_and_M_to_U_and_U': 8, 'M_and_U_to_M_and_M': 18, 'A_and_U_to_A_and_A': 8, 'M_and_A_to_M_and_M': 72, 'U_and_A_to_U_and_U': 4}"
883,"{'U_and_M_to_U_and_U': 34, 'M_and_U_to_M_and_M': 21, 'Polymerase_M_to_A': 22, 'A_and_U_to_A_and_A': 43, 'M_and_A_to_M_and_M': 8, 'U_and_A_to_U_and_U': 58, 'A_and_M_to_A_and_A': 6}"
884,"{'U_and_M_to_U_and_U': 20, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 41, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 41, 'U_and_A_to_U_and_U': 17}"
885,"{'M_and_U_to_M_and_M': 43, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 69, 'A_and_U_to_A_and_A': 18, 'M_and_A_to_M_and_M': 62, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 27}"
886,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 53, 'Polymerase_M_to_A': 37, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 37, 'A_and_U_to_A_and_A': 25, 'U_and_A_to_U_and_U': 40}"
887,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 46, 'Polymerase_M_to_A': 44, 'A_and_U_to_A_and_A': 27, 'A_and_M_to_A_and_A': 22, 'M_and_A_to_M_and_M': 45, 'U_and_A_to_U_and_U': 27}"
888,"{'U_and_M_to_U_and_U': 50, 'M_and_U_to_M_and_M': 46, 'Polymerase_M_to_A': 26, 'M_and_A_to_M_and_M': 15, 'A_and_U_to_A_and_A': 35, 'A_and_M_to_A_and_A': 6, 'U_and_A_to_U_and_U': 37}"
889,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 39, 'A_and_M_to_A_and_A': 32, 'M_and_A_to_M_and_M': 55, 'A_and_U_to_A_and_A': 16, 'U_and_A_to_U_and_U': 17}"
890,"{'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 39, 'A_and_M_to_A_and_A': 13, 'A_and_U_to_A_and_A': 28, 'M_and_A_to_M_and_M': 22, 'U_and_A_to_U_and_U': 41}"
891,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 34, 'Polymerase_M_to_A': 31, 'A_and_M_to_A_and_A': 16, 'M_and_A_to_M_and_M': 28, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 32}"
892,"{'U_and_M_to_U_and_U': 56, 'M_and_U_to_M_and_M': 63, 'Polymerase_M_to_A': 35, 'U_and_A_to_U_and_U': 40, 'A_and_U_to_A_and_A': 33, 'A_and_M_to_A_and_A': 7, 'M_and_A_to_M_and_M': 25}"
893,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 34, 'A_and_M_to_A_and_A': 31, 'A_and_U_to_A_and_A': 29, 'U_and_A_to_U_and_U': 33, 'M_and_A_to_M_and_M': 44}"
894,"{'U_and_M_to_U_and_U': 20, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 40, 'M_and_A_to_M_and_M': 28, 'A_and_U_to_A_and_A': 38, 'A_and_M_to_A_and_A': 21, 'U_and_A_to_U_and_U': 45}"
895,"{'M_and_U_to_M_and_M': 43, 'U_and_M_to_U_and_U': 29, 'Polymerase_M_to_A': 45, 'A_and_U_to_A_and_A': 26, 'A_and_M_to_A_and_A': 26, 'U_and_A_to_U_and_U': 27, 'M_and_A_to_M_and_M': 51}"
896,"{'M_and_U_to_M_and_M': 40, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 53, 'M_and_A_to_M_and_M': 42, 'A_and_U_to_A_and_A': 27, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 33}"
897,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 31, 'U_and_A_to_U_and_U': 42, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 38, 'M_and_A_to_M_and_M': 23}"
898,"{'U_and_M_to_U_and_U': 41, 'Polymerase_M_to_A': 36, 'M_and_U_to_M_and_M': 36, 'A_and_U_to_A_and_A': 42, 'U_and_A_to_U_and_U': 41, 'A_and_M_to_A_and_A': 15, 'M_and_A_to_M_and_M': 38}"
899,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 46, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 51, 'U_and_A_to_U_and_U': 16, 'A_and_U_to_A_and_A': 17}"
900,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 37, 'A_and_U_to_A_and_A': 22, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 31, 'U_and_A_to_U_and_U': 24}"
901,"{'M_and_U_to_M_and_M': 18, 'U_and_M_to_U_and_U': 11, 'Polymerase_M_to_A': 50, 'M_and_A_to_M_and_M': 63, 'A_and_M_to_A_and_A': 30, 'U_and_A_to_U_and_U': 4, 'A_and_U_to_A_and_A': 12}"
902,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 33, 'Polymerase_M_to_A': 41, 'M_and_A_to_M_and_M': 38, 'A_and_M_to_A_and_A': 18, 'A_and_U_to_A_and_A': 21, 'U_and_A_to_U_and_U': 32}"
903,"{'U_and_M_to_U_and_U': 10, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 48, 'A_and_M_to_A_and_A': 30, 'A_and_U_to_A_and_A': 14, 'U_and_A_to_U_and_U': 13, 'M_and_A_to_M_and_M': 56}"
904,"{'M_and_U_to_M_and_M': 16, 'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 34, 'M_and_A_to_M_and_M': 27, 'A_and_M_to_A_and_A': 22, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 52}"
905,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 18, 'Polymerase_M_to_A': 51, 'A_and_M_to_A_and_A': 32, 'A_and_U_to_A_and_A': 18, 'M_and_A_to_M_and_M': 61, 'U_and_A_to_U_and_U': 22}"
906,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 41, 'A_and_U_to_A_and_A': 35, 'U_and_A_to_U_and_U': 29, 'M_and_A_to_M_and_M': 36, 'A_and_M_to_A_and_A': 18}"
907,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 40, 'Polymerase_M_to_A': 29, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 41, 'M_and_A_to_M_and_M': 15, 'A_and_U_to_A_and_A': 33}"
908,"{'M_and_U_to_M_and_M': 26, 'Polymerase_M_to_A': 55, 'M_and_A_to_M_and_M': 69, 'U_and_M_to_U_and_U': 15, 'A_and_M_to_A_and_A': 36, 'U_and_A_to_U_and_U': 9, 'A_and_U_to_A_and_A': 13}"
909,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 14, 'M_and_A_to_M_and_M': 37, 'U_and_A_to_U_and_U': 20, 'A_and_U_to_A_and_A': 20}"
910,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 18, 'Polymerase_M_to_A': 49, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 8, 'A_and_U_to_A_and_A': 9, 'M_and_A_to_M_and_M': 48}"
911,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 44, 'Polymerase_M_to_A': 51, 'M_and_A_to_M_and_M': 50, 'A_and_U_to_A_and_A': 27, 'A_and_M_to_A_and_A': 29, 'U_and_A_to_U_and_U': 40}"
912,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 21, 'A_and_U_to_A_and_A': 23, 'A_and_M_to_A_and_A': 9, 'U_and_A_to_U_and_U': 45, 'M_and_A_to_M_and_M': 7}"
913,"{'U_and_M_to_U_and_U': 26, 'M_and_U_to_M_and_M': 33, 'Polymerase_M_to_A': 51, 'A_and_M_to_A_and_A': 30, 'A_and_U_to_A_and_A': 22, 'U_and_A_to_U_and_U': 14, 'M_and_A_to_M_and_M': 68}"
914,"{'U_and_M_to_U_and_U': 29, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 51, 'A_and_U_to_A_and_A': 40, 'M_and_A_to_M_and_M': 50, 'A_and_M_to_A_and_A': 20, 'U_and_A_to_U_and_U': 39}"
915,"{'U_and_M_to_U_and_U': 17, 'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 20, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 24, 'M_and_A_to_M_and_M': 46}"
916,"{'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 36, 'M_and_U_to_M_and_M': 40, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 40, 'A_and_U_to_A_and_A': 32, 'M_and_A_to_M_and_M': 30}"
917,"{'M_and_U_to_M_and_M': 58, 'U_and_M_to_U_and_U': 44, 'Polymerase_M_to_A': 37, 'A_and_U_to_A_and_A': 22, 'A_and_M_to_A_and_A': 15, 'U_and_A_to_U_and_U': 42, 'M_and_A_to_M_and_M': 24}"
918,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 25, 'M_and_A_to_M_and_M': 17, 'A_and_U_to_A_and_A': 39, 'A_and_M_to_A_and_A': 9, 'U_and_A_to_U_and_U': 50}"
919,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 53, 'A_and_U_to_A_and_A': 17, 'A_and_M_to_A_and_A': 30, 'M_and_A_to_M_and_M': 62, 'U_and_A_to_U_and_U': 13}"
920,"{'M_and_U_to_M_and_M': 20, 'U_and_M_to_U_and_U': 12, 'Polymerase_M_to_A': 48, 'A_and_U_to_A_and_A': 10, 'A_and_M_to_A_and_A': 45, 'U_and_A_to_U_and_U': 4, 'M_and_A_to_M_and_M': 73}"
921,"{'U_and_M_to_U_and_U': 6, 'M_and_U_to_M_and_M': 17, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 42, 'A_and_U_to_A_and_A': 9, 'M_and_A_to_M_and_M': 64, 'U_and_A_to_U_and_U': 6}"
922,"{'U_and_M_to_U_and_U': 29, 'Polymerase_M_to_A': 52, 'M_and_U_to_M_and_M': 34, 'U_and_A_to_U_and_U': 20, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 58, 'A_and_U_to_A_and_A': 24}"
923,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 17, 'A_and_M_to_A_and_A': 10, 'M_and_A_to_M_and_M': 5, 'U_and_A_to_U_and_U': 38, 'A_and_U_to_A_and_A': 21}"
924,"{'U_and_M_to_U_and_U': 17, 'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 49, 'M_and_A_to_M_and_M': 60, 'A_and_U_to_A_and_A': 20, 'U_and_A_to_U_and_U': 14, 'A_and_M_to_A_and_A': 26}"
925,"{'M_and_U_to_M_and_M': 21, 'U_and_M_to_U_and_U': 10, 'Polymerase_M_to_A': 55, 'M_and_A_to_M_and_M': 72, 'A_and_M_to_A_and_A': 34, 'U_and_A_to_U_and_U': 9, 'A_and_U_to_A_and_A': 13}"
926,"{'U_and_M_to_U_and_U': 24, 'M_and_U_to_M_and_M': 17, 'Polymerase_M_to_A': 25, 'M_and_A_to_M_and_M': 9, 'A_and_U_to_A_and_A': 12, 'U_and_A_to_U_and_U': 38, 'A_and_M_to_A_and_A': 11}"
927,"{'U_and_M_to_U_and_U': 37, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 23, 'U_and_A_to_U_and_U': 38, 'A_and_U_to_A_and_A': 14, 'A_and_M_to_A_and_A': 6, 'M_and_A_to_M_and_M': 5}"
928,"{'U_and_M_to_U_and_U': 37, 'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 31, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 35, 'A_and_U_to_A_and_A': 23, 'U_and_A_to_U_and_U': 22}"
929,"{'U_and_M_to_U_and_U': 42, 'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 24, 'A_and_U_to_A_and_A': 52, 'M_and_A_to_M_and_M': 8, 'U_and_A_to_U_and_U': 49}"
930,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 42, 'Polymerase_M_to_A': 40, 'A_and_U_to_A_and_A': 23, 'U_and_A_to_U_and_U': 40, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 35}"
931,"{'U_and_M_to_U_and_U': 39, 'M_and_U_to_M_and_M': 33, 'Polymerase_M_to_A': 31, 'A_and_U_to_A_and_A': 45, 'M_and_A_to_M_and_M': 18, 'U_and_A_to_U_and_U': 47, 'A_and_M_to_A_and_A': 8}"
932,"{'M_and_U_to_M_and_M': 48, 'U_and_M_to_U_and_U': 29, 'Polymerase_M_to_A': 44, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 41, 'A_and_U_to_A_and_A': 11, 'U_and_A_to_U_and_U': 23}"
933,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 32, 'U_and_A_to_U_and_U': 13, 'A_and_U_to_A_and_A': 21, 'M_and_A_to_M_and_M': 65}"
934,"{'M_and_U_to_M_and_M': 25, 'U_and_M_to_U_and_U': 16, 'Polymerase_M_to_A': 53, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 60, 'A_and_U_to_A_and_A': 11, 'U_and_A_to_U_and_U': 5}"
935,"{'Polymerase_M_to_A': 46, 'M_and_U_to_M_and_M': 22, 'U_and_M_to_U_and_U': 31, 'A_and_U_to_A_and_A': 31, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 51, 'U_and_A_to_U_and_U': 34}"
936,"{'M_and_U_to_M_and_M': 51, 'U_and_M_to_U_and_U': 49, 'Polymerase_M_to_A': 34, 'M_and_A_to_M_and_M': 30, 'U_and_A_to_U_and_U': 24, 'A_and_U_to_A_and_A': 28, 'A_and_M_to_A_and_A': 11}"
937,"{'U_and_M_to_U_and_U': 14, 'Polymerase_M_to_A': 59, 'M_and_U_to_M_and_M': 23, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 62, 'U_and_A_to_U_and_U': 12, 'A_and_U_to_A_and_A': 17}"
938,"{'U_and_M_to_U_and_U': 13, 'Polymerase_M_to_A': 54, 'M_and_A_to_M_and_M': 61, 'A_and_M_to_A_and_A': 30, 'M_and_U_to_M_and_M': 25, 'U_and_A_to_U_and_U': 19, 'A_and_U_to_A_and_A': 21}"
939,"{'U_and_M_to_U_and_U': 15, 'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 60, 'A_and_U_to_A_and_A': 22, 'A_and_M_to_A_and_A': 37, 'M_and_A_to_M_and_M': 81, 'U_and_A_to_U_and_U': 15}"
940,"{'Polymerase_M_to_A': 42, 'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 13, 'A_and_M_to_A_and_A': 25, 'U_and_A_to_U_and_U': 34, 'M_and_A_to_M_and_M': 41, 'A_and_U_to_A_and_A': 17}"
941,"{'M_and_U_to_M_and_M': 26, 'Polymerase_M_to_A': 28, 'U_and_A_to_U_and_U': 52, 'U_and_M_to_U_and_U': 25, 'A_and_U_to_A_and_A': 27, 'M_and_A_to_M_and_M': 12, 'A_and_M_to_A_and_A': 13}"
942,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 41, 'A_and_U_to_A_and_A': 12, 'M_and_A_to_M_and_M': 42, 'A_and_M_to_A_and_A': 24, 'U_and_A_to_U_and_U': 11}"
943,"{'U_and_M_to_U_and_U': 45, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 39, 'M_and_A_to_M_and_M': 42, 'A_and_U_to_A_and_A': 34, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 34}"
944,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 31, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 51, 'M_and_A_to_M_and_M': 15, 'A_and_U_to_A_and_A': 22}"
945,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 44, 'Polymerase_M_to_A': 25, 'A_and_U_to_A_and_A': 40, 'M_and_A_to_M_and_M': 21, 'A_and_M_to_A_and_A': 13, 'U_and_A_to_U_and_U': 49}"
946,"{'U_and_M_to_U_and_U': 38, 'M_and_U_to_M_and_M': 49, 'Polymerase_M_to_A': 36, 'A_and_M_to_A_and_A': 11, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 41, 'M_and_A_to_M_and_M': 23}"
947,"{'M_and_U_to_M_and_M': 45, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 55, 'A_and_M_to_A_and_A': 29, 'U_and_A_to_U_and_U': 40, 'A_and_U_to_A_and_A': 24, 'M_and_A_to_M_and_M': 50}"
948,"{'U_and_M_to_U_and_U': 14, 'M_and_U_to_M_and_M': 26, 'Polymerase_M_to_A': 55, 'A_and_M_to_A_and_A': 29, 'A_and_U_to_A_and_A': 10, 'M_and_A_to_M_and_M': 67, 'U_and_A_to_U_and_U': 9}"
949,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 44, 'Polymerase_M_to_A': 51, 'M_and_A_to_M_and_M': 49, 'A_and_M_to_A_and_A': 13, 'A_and_U_to_A_and_A': 26, 'U_and_A_to_U_and_U': 22}"
950,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 37, 'A_and_M_to_A_and_A': 16, 'M_and_A_to_M_and_M': 27, 'U_and_A_to_U_and_U': 36, 'A_and_U_to_A_and_A': 33}"
951,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 35, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 33, 'U_and_A_to_U_and_U': 34, 'M_and_A_to_M_and_M': 40}"
952,"{'M_and_U_to_M_and_M': 22, 'U_and_M_to_U_and_U': 13, 'Polymerase_M_to_A': 46, 'A_and_M_to_A_and_A': 29, 'A_and_U_to_A_and_A': 8, 'M_and_A_to_M_and_M': 47, 'U_and_A_to_U_and_U': 2}"
953,"{'M_and_U_to_M_and_M': 21, 'U_and_M_to_U_and_U': 9, 'Polymerase_M_to_A': 53, 'A_and_M_to_A_and_A': 32, 'M_and_A_to_M_and_M': 61, 'A_and_U_to_A_and_A': 10, 'U_and_A_to_U_and_U': 8}"
954,"{'U_and_M_to_U_and_U': 39, 'Polymerase_M_to_A': 37, 'M_and_A_to_M_and_M': 27, 'M_and_U_to_M_and_M': 48, 'A_and_U_to_A_and_A': 24, 'U_and_A_to_U_and_U': 32, 'A_and_M_to_A_and_A': 12}"
